dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.001	0.01	0.001	0.645881	0.312375	0.735263	0.110761	0.348632	0.046258	0.434184	0.447104	0.763497	0.337658	0.25487	0.444651	0.358911	0.573617	0.004033	0.618978	0.03454	0.01331	0.040727	0.301961	0.622208	0.114	0.015137			0.790629	0.328877		0.139099	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.001	0.01	0.001	0.632398	0.315025	0.725538	0.11032	0.542218	0.07279	0.364195	0.419198	0.530471	0.35929	0.26967	0.485563	0.375759	0.578168	0.005609	0.599147	0.035433	0.019624	0.041597	0.32204	0.633611	0.114013	0.015165	0.030033		0.670233	0.311091	0.49019	0.135882	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.001	0.001	0.005	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.001	0.001	0.005	0.950238	0.882266	0.694125	0.109717	0.312422	0.356807	0.654239	0.645489	0.576513				0.069649	0.601749	0.051428	0.697669			0.005076			0.370504	0.227633							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.001	0.001	0.005	0.661761	0.300263	0.744795	0.107188	0.366534	0.311833	0.482912	0.448734	0.690096	0.367102	0.250563	0.719153	0.31066	0.518453	0.001937	0.646551	0.042643	0.021579	0.039902	0.41276	0.599181	0.114797	0.009302							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.001	0.001	0.005	0.646012	0.312945	0.733374	0.110563	0.34946	0.045975	0.3982	0.445496	0.762714	0.33524	0.255242	0.442152	0.356441	0.571696	0.004359	0.618507	0.034046	0.01283	0.041197	0.301985	0.621863	0.113199	0.0151			0.789267	0.327798		0.141559	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.001	0.001	0.005	0.631842	0.316507	0.722416	0.109682	0.543565	0.072829	0.343657	0.417336	0.530149	0.359371	0.271344	0.483054	0.370681	0.569634	0.006061	0.599529	0.034663	0.018791	0.042458	0.322217	0.631698	0.113415	0.015165	0.03255		0.668615	0.311174	0.489672	0.137398	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.001	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.001	0.01	0.005	0.950238	0.882266	0.694125	0.130328	0.306132	0.357101	0.653547	0.643008	0.56427				0.082043	0.607366	0.040767	0.700535			0.006641			0.370504	0.136129							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.001	0.01	0.005	0.662607	0.301247	0.747169	0.106926	0.366693	0.312727	0.488474	0.449386	0.68845	0.367349	0.250596	0.720416	0.313282	0.517714	0.001994	0.645842	0.042453	0.021398	0.040311	0.414259	0.601418	0.115837	0.010497							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.001	0.01	0.005	0.645881	0.312376	0.735263	0.110761	0.348631	0.046257	0.434183	0.447102	0.763497	0.337512	0.254868	0.444614	0.358908	0.573531	0.004034	0.618931	0.034539	0.013309	0.040727	0.301934	0.622206	0.114	0.015137			0.790622	0.328805		0.139061	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.001	0.01	0.005	0.632397	0.315026	0.725542	0.11032	0.542236	0.072789	0.364203	0.419204	0.530477	0.359027	0.269666	0.485556	0.375758	0.578204	0.005609	0.599088	0.035429	0.019618	0.041597	0.322038	0.633612	0.114012	0.015165	0.030033		0.670245	0.311082	0.490156	0.135879	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.001	0.001	0.05	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.001	0.001	0.05	0.950238	0.882266	0.694125	0.109704	0.312389	0.356831	0.654248	0.645449	0.576581				0.069332	0.601419	0.051601	0.697665			0.00505			0.367792	0.227126							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.001	0.001	0.05	0.661759	0.300262	0.744749	0.107171	0.366544	0.311836	0.482043	0.448716	0.690086	0.367114	0.250569	0.719157	0.310628	0.517109	0.001935	0.646403	0.042669	0.021584	0.039907	0.412537	0.599171	0.114624	0.009308							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.001	0.001	0.05	0.646016	0.312925	0.733363	0.110558	0.349447	0.045945	0.398113	0.44547	0.762699	0.333688	0.255123	0.441714	0.356308	0.553273	0.004359	0.616186	0.03406	0.012801	0.041199	0.30154	0.62182	0.113029	0.0151			0.789163	0.326859		0.140578	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.001	0.001	0.05	0.631826	0.316521	0.722447	0.109675	0.544115	0.072742	0.343684	0.417447	0.529524	0.356794	0.271343	0.483054	0.370748	0.568852	0.006077	0.598899	0.034619	0.018733	0.042451	0.322188	0.631729	0.113247	0.015165	0.032645		0.667452	0.311191	0.489013	0.137265	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.001	0.01	0.05	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.001	0.01	0.05	0.950238	0.882266	0.694125	0.130212	0.306104	0.357122	0.653556	0.642971	0.564321				0.081502	0.607147	0.041026	0.700527			0.006609			0.366783	0.135762							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.001	0.01	0.05	0.662605	0.301247	0.747126	0.10691	0.366704	0.31273	0.487605	0.449368	0.688439	0.367361	0.250602	0.72042	0.313213	0.51638	0.001992	0.645692	0.042479	0.021402	0.040316	0.414036	0.601408	0.11558	0.010503							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.001	0.01	0.05	0.645885	0.312356	0.735252	0.110755	0.348617	0.046228	0.434074	0.447073	0.763488	0.335834	0.25475	0.444162	0.35876	0.554875	0.004033	0.616636	0.034554	0.013278	0.040729	0.301481	0.622164	0.113749	0.015137			0.790517	0.327839		0.138097	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.001	0.01	0.05	0.63238	0.315039	0.725568	0.110309	0.542788	0.072703	0.364223	0.419314	0.529832	0.356589	0.269662	0.485559	0.375817	0.577354	0.005625	0.598468	0.035384	0.019561	0.04159	0.322015	0.633641	0.113766	0.015165	0.030124		0.669065	0.311095	0.489493	0.135751	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.05	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.05	0.950238	0.882266	0.694125	0.159846	0.264755	0.365604	0.658221	0.58563	0.491952				0.065586	0.499666	0.040858	0.66069			0.00495			0.033907	0.034751							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.05	0.662581	0.301389	0.745116	0.104697	0.339246	0.312095	0.434503	0.439859	0.66575	0.356527	0.248847	0.707211	0.084468	0.337575	0.010246	0.629644	0.04421	0.017881	0.03386	0.385785	0.584727	0.033247	0.000226							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.05	0.645461	0.311485	0.726018	0.111189	0.34381	0.051715	0.314046	0.437379	0.73498	0.313164	0.236955	0.64294	0.090893	0.280919	0.005737	0.600794	0.044669	0.017283	0.038343	0.290135	0.613105	0.033143	0.000736			0.788603	0.524554		0.121364	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.05	0.632294	0.315343	0.699036	0.112064	0.444982	0.054606	0.25124	0.399673	0.664325	0.289637	0.219569	0.633831	0.09784	0.297675	0.002716	0.590242	0.044451	0.02086	0.040061	0.284771	0.630981	0.033109	0.004596	0.05049		0.756754	0.544483	0.513415	0.117883	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.001	0.950238	0.882266	0.694125	0.212716	0.268293	0.364632	0.659517	0.57374	0.4935				0.093288	0.543243	0.026934	0.703975			0.00802			0.316106	0.025701							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.001	0.66281	0.301361	0.747373	0.103964	0.315201	0.313801	0.453729	0.431474	0.645606	0.365513	0.247704	0.71113	0.094328	0.471984	0.019818	0.656683	0.042472	0.014237	0.028792	0.404902	0.59472	0.316287	0.002132							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.001	0.645247	0.311288	0.730509	0.109303	0.325225	0.065323	0.299166	0.428787	0.711893	0.359578	0.235834	0.696903	0.094775	0.460204	0.017956	0.647785	0.043127	0.013706	0.034631	0.381965	0.611202	0.316322	0.000396			0.824616	0.609442		0.322605	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.001	0.63284	0.313997	0.694331	0.111048	0.382007	0.054404	0.233385	0.390339	0.689713	0.358584	0.212914	0.687665	0.095244	0.454345	0.016309	0.640136	0.043103	0.016112	0.037604	0.371633	0.622073	0.31637	0.000321	0.041175		0.825476	0.609431	0.564255	0.323441	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.1	0.001	0.005	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.1	0.001	0.005	0.950238	0.882266	0.694125	0.185353	0.268993	0.36499	0.663114	0.573924	0.497635				0.075307	0.513283	0.033078	0.689522			0.006309			0.142545	0.045629							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.1	0.001	0.005	0.661823	0.300118	0.743202	0.104054	0.315443	0.312794	0.440194	0.431119	0.648198	0.362762	0.247795	0.709244	0.077161	0.42386	0.024538	0.647664	0.042694	0.014588	0.028701	0.399618	0.590163	0.141624	0.007787							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.1	0.001	0.005	0.646098	0.311386	0.726484	0.106948	0.325627	0.063877	0.281112	0.427758	0.714356	0.347105	0.234662	0.689887	0.077775	0.400183	0.022123	0.63501	0.043354	0.014191	0.035214	0.366209	0.608126	0.1414	0.003611			0.815202	0.609754		0.27222	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.1	0.001	0.005	0.632036	0.315738	0.689144	0.108393	0.384635	0.053731	0.229155	0.390722	0.694013	0.337944	0.211552	0.681579	0.078401	0.394027	0.019869	0.625467	0.043282	0.016416	0.038591	0.356364	0.619428	0.141278	0.000267	0.04544		0.812972	0.611547	0.549407	0.272965	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.005	0.950238	0.882266	0.694125	0.207842	0.268341	0.36445	0.659485	0.573805	0.493742				0.084322	0.516939	0.03091	0.691014			0.007552			0.144334	0.029962							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.005	0.662747	0.301358	0.746898	0.103964	0.315316	0.313632	0.44706	0.431374	0.645589	0.362963	0.247566	0.709448	0.085579	0.426668	0.022301	0.64808	0.042483	0.014346	0.02879	0.400306	0.592168	0.143678	0.00317							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.005	0.645191	0.31129	0.729576	0.109421	0.32503	0.064769	0.296028	0.428647	0.71202	0.347564	0.234629	0.690487	0.086114	0.402916	0.019979	0.635396	0.043067	0.013857	0.034626	0.366856	0.609271	0.143527	0.000883			0.816315	0.607509		0.271122	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.005	0.632701	0.314177	0.693964	0.111101	0.38386	0.054107	0.232905	0.391179	0.689741	0.338135	0.211199	0.682454	0.086726	0.3967	0.017853	0.625539	0.042998	0.016281	0.037584	0.356915	0.620683	0.143446	9.4e-05	0.044014		0.813834	0.609423	0.554985	0.271864	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.1	0.1	0.005	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.1	0.1	0.005	0.950238	0.882266	0.694125	0.384347	0.278755	0.363248	0.663223	0.573224	0.492546				0.083892	0.508238	0.04089	0.689114			0.013781			0.121656	0.005342							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.1	0.1	0.005	0.672053	0.313166	0.762209	0.102556	0.314338	0.316008	0.486563	0.435137	0.641841	0.362858	0.244088	0.717285	0.082924	0.420415	0.029138	0.645662	0.042454	0.015403	0.027706	0.41007	0.598537	0.121489	0.000122							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.1	0.1	0.005	0.648866	0.311388	0.756059	0.101374	0.321247	0.069506	0.447472	0.441035	0.710146	0.348967	0.231975	0.695997	0.083049	0.397011	0.026355	0.634479	0.043572	0.015647	0.03306	0.376913	0.614398	0.121449	0.000758			0.82599	0.591493		0.276172	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.1	0.1	0.005	0.635012	0.313191	0.743217	0.102416	0.373859	0.058227	0.385003	0.406888	0.68619	0.339207	0.209956	0.686868	0.08329	0.391082	0.023709	0.624607	0.043917	0.018526	0.035739	0.366369	0.625696	0.121425	0.002759	0.025229		0.824693	0.594117	0.54689	0.276984	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.1	0.001	0.01	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.1	0.001	0.01	0.950238	0.882266	0.694125	0.181254	0.268753	0.364832	0.663045	0.573876	0.498014				0.068901	0.503601	0.036289	0.679842			0.005783			0.079477	0.049868							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.1	0.001	0.01	0.66178	0.300111	0.742629	0.104065	0.315609	0.312421	0.432522	0.430871	0.648172	0.360622	0.247749	0.707606	0.071107	0.40094	0.026502	0.640985	0.042842	0.014731	0.028719	0.394579	0.587247	0.078498	0.009378							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.1	0.001	0.01	0.646065	0.311433	0.725462	0.107061	0.325614	0.063115	0.278296	0.42756	0.714513	0.338022	0.233839	0.68467	0.071824	0.367379	0.023714	0.625058	0.043445	0.014357	0.035229	0.351295	0.60595	0.07826	0.004742			0.807382	0.601831		0.227631	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.1	0.001	0.01	0.631935	0.315973	0.688935	0.10843	0.386889	0.053304	0.22886	0.39161	0.695122	0.323262	0.210166	0.677601	0.072583	0.361797	0.021045	0.614738	0.04333	0.016578	0.038561	0.342074	0.617843	0.078127	0.00059	0.049421		0.801934	0.605322	0.539493	0.228229	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.01	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.01	0.950238	0.882266	0.694125	0.202197	0.268142	0.36432	0.659439	0.573822	0.49402				0.076608	0.505693	0.03467	0.681075			0.007005			0.080383	0.034783							
