dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.001	0.398248	0.59882	0.438183	0.799324	0.852328	0.480655	0.146146	0.803777	0.35032							0.821087								0.301026	0.168021	0.820888		0.502289		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.001	0.0615	0.05094	0.590197	0.226299	0.670766	0.554702	0.087984	0.664805	0.370014	0.590291	0.558915	0.526039	0.180268	0.692324	0.001241	0.870299	0.00444	0.000432	0.015477	0.46309	0.39288	0.180833	0.061466	0.280285	0.167502	0.794456	0.173775	0.516505	0.211061	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.005	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.887101	0.684004	0.544568	0.897784	0.246482							0.794105														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.01	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.856676	0.58224	0.538177	0.839224	0.301496							0.78631								0.490788	0.168021	0.844649		0.510819		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.005	0.398248	0.59882	0.438013	0.799324	0.852312	0.480734	0.145993	0.803788	0.3504							0.82104								0.301265	0.168021	0.820944		0.502478		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.005	0.061466	0.050939	0.590171	0.226221	0.670768	0.554715	0.087971	0.664811	0.37004	0.590283	0.55894	0.526032	0.179515	0.692334	0.00127	0.870226	0.004448	0.000426	0.015469	0.463114	0.392872	0.147109	0.061128	0.28042	0.156019	0.794466	0.174246	0.516422	0.210595	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.01	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.887101	0.684004	0.544568	0.897784	0.246482							0.794105														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.01	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.856666	0.582085	0.538177	0.839305	0.30173							0.785632								0.490154	0.168021	0.844626		0.511419		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.01	0.398248	0.59882	0.437821	0.799324	0.852297	0.480838	0.145819	0.803831	0.350509							0.820982								0.301542	0.168021	0.821023		0.50282		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.01	0.061398	0.050936	0.590143	0.226101	0.670806	0.554733	0.087958	0.664825	0.370094	0.590269	0.558971	0.526024	0.178641	0.692361	0.001302	0.86996	0.004459	0.000417	0.015427	0.463155	0.39286	0.116328	0.060488	0.280855	0.143874	0.794486	0.174818	0.515982	0.210002	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.05	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.887095	0.683998	0.544568	0.897812	0.246463							0.794128														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.01	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.856841	0.580751	0.538177	0.839567	0.303538							0.782074								0.487405	0.168021	0.840536		0.515606		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.05	0.398248	0.59882	0.436449	0.799324	0.852253	0.481556	0.144629	0.803988	0.351347							0.82052								0.304106	0.168021	0.820854		0.505127		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.05	0.060899	0.050888	0.589931	0.22528	0.671148	0.554552	0.087849	0.665155	0.370412	0.590291	0.558879	0.526072	0.172037	0.691507	0.001562	0.866939	0.004539	0.000351	0.015122	0.460515	0.39031	0.031978	0.056756	0.284821	0.088259	0.793671	0.179009	0.512156	0.205171	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.001	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.001	0.398248	0.59882	0.629217	0.799324	0.884642	0.688253	0.544428	0.896627	0.269291							0.784872														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.001	0.398248	0.59882	0.629217	0.799324	0.872327	0.61912	0.53772	0.862715	0.308225							0.779063								0.882975	0.168021	0.838392		0.499621		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.001	0.398248	0.59882	0.416349	0.799324	0.868969	0.512249	0.125403	0.779292	0.364619							0.796837								0.903534	0.168021	0.840632		0.497221		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.001	0.069753	0.052689	0.588247	0.19375	0.688666	0.575174	0.068016	0.6329	0.394113	0.592	0.612498	0.512192	0.170307	0.711862	0.000665	0.819345	0.004556	0.000498	0.016305	0.483692	0.38856	0.145088	0.061064	0.905845	0.16484	0.800849	0.174959	0.465987	0.221843	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.001	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.885686	0.688279	0.544574	0.897127	0.268809							0.784329														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.870625	0.609612	0.537932	0.863916	0.292518							0.778419								0.571414	0.168021	0.850928		0.529843		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.001	0.398248	0.59882	0.407068	0.799324	0.866338	0.50638	0.120687	0.803068	0.339989							0.799066								0.463457	0.168021	0.850984		0.524664		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.001	0.060986	0.050971	0.565981	0.229041	0.678594	0.569381	0.057496	0.649581	0.370278	0.598872	0.585556	0.521499	0.176306	0.715854	0.001946	0.851641	0.004083	0.000687	0.015489	0.454691	0.398815	0.147166	0.061026	0.303126	0.16484	0.801527	0.17144	0.481999	0.237334	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.005	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.005	0.398248	0.59882	0.629217	0.799324	0.884641	0.688253	0.544428	0.896632	0.269281							0.78486														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.005	0.398248	0.59882	0.629217	0.799324	0.872487	0.618192	0.537718	0.863031	0.308263							0.776325								0.878537	0.168021	0.836618		0.505785		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.005	0.398248	0.59882	0.416215	0.799324	0.869185	0.512196	0.125278	0.779883	0.364825							0.795758								0.900384	0.168021	0.839436		0.502966		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.005	0.069488	0.052698	0.588289	0.193472	0.688613	0.57535	0.068108	0.633212	0.395137	0.591929	0.613846	0.512087	0.167062	0.711996	0.000759	0.816812	0.004607	0.000457	0.016137	0.483469	0.387446	0.050723	0.058354	0.901211	0.15253	0.800319	0.177206	0.46781	0.21869	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.005	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.885684	0.688278	0.544574	0.897131	0.268798							0.784317														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.870755	0.608739	0.537933	0.864144	0.292706							0.776192								0.567396	0.168021	0.849152		0.533342		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.005	0.398248	0.59882	0.40651	0.799324	0.866215	0.506237	0.12045	0.803329	0.340212							0.798339								0.460338	0.168021	0.849844		0.52779		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.005	0.06073	0.05097	0.565889	0.228707	0.678589	0.569298	0.057505	0.649771	0.370902	0.598869	0.586879	0.521498	0.172898	0.715843	0.002114	0.850161	0.00413	0.000637	0.01531	0.454318	0.397875	0.070384	0.058127	0.300589	0.15253	0.800973	0.174002	0.482332	0.233897	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.01	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.01	0.398248	0.59882	0.629217	0.799324	0.884633	0.688251	0.544427	0.896649	0.269253							0.784813														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.01	0.398248	0.59882	0.629217	0.799324	0.872817	0.616912	0.537714	0.862626	0.308639							0.774205								0.873164	0.168021	0.831057		0.512509		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.01	0.398248	0.59882	0.416146	0.799324	0.869533	0.511889	0.125158	0.780397	0.365612							0.79478								0.896687	0.168021	0.835323		0.509274		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.01	0.069211	0.05271	0.588327	0.193174	0.688619	0.574911	0.068201	0.633705	0.396086	0.591877	0.614872	0.512135	0.163258	0.711135	0.000879	0.814421	0.004654	0.00041	0.015962	0.481531	0.385379	0.023458	0.055806	0.895709	0.140982	0.795524	0.179715	0.469405	0.214881	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.01	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.885677	0.688276	0.544574	0.897149	0.268769							0.784269														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.870857	0.607603	0.537932	0.863824	0.293148							0.774354								0.564825	0.168021	0.843742		0.536629		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.01	0.398248	0.59882	0.405949	0.799324	0.866276	0.505872	0.1202	0.8034	0.340784							0.797545								0.458943	0.168021	0.846206		0.53064		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.01	0.060458	0.050881	0.565797	0.228339	0.678684	0.568694	0.057522	0.650196	0.371374	0.598891	0.588014	0.521732	0.168893	0.714566	0.00232	0.848208	0.004183	0.000581	0.01513	0.452108	0.395831	0.036223	0.055404	0.299877	0.140982	0.79705	0.176971	0.482246	0.229468	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.05	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.05	0.398248	0.59882	0.629217	0.799324	0.884512	0.6882	0.544425	0.896411	0.268882							0.784568														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.05	0.398248	0.59882	0.629217	0.799324	0.873533	0.610188	0.537692	0.858438	0.314044							0.766643								0.839193	0.168021	0.80031		0.543386		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.05	0.398248	0.59882	0.415395	0.799324	0.871253	0.511036	0.124212	0.782818	0.372272							0.791251								0.8737	0.168021	0.813305		0.537659		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.05	0.067999	0.052742	0.588477	0.189978	0.688715	0.573091	0.06867	0.635931	0.401344	0.585765	0.616541	0.510075	0.138937	0.693555	0.001912	0.80278	0.005065	0.000186	0.015163	0.46121	0.375208	0.012088	0.043381	0.864465	0.086981	0.771459	0.194458	0.474611	0.193715	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.05	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.885557	0.688223	0.544573	0.896989	0.268407							0.78401														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.87111	0.600532	0.537932	0.859631	0.298552							0.766566								0.551487	0.168021	0.813286		0.554196		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.05	0.398248	0.59882	0.402071	0.799324	0.866543	0.504498	0.118466	0.803503	0.345974							0.793734								0.455096	0.168021	0.826058		0.545233		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.05	0.059261	0.050676	0.565087	0.225374	0.679282	0.566085	0.057641	0.651683	0.375306	0.5926	0.592663	0.519719	0.143781	0.694922	0.00396	0.838023	0.004574	0.000302	0.014294	0.429593	0.38582	0.011738	0.042179	0.304326	0.086978	0.773754	0.19418	0.481815	0.204452	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.005	0.01	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.005	0.01	0.001	0.398248	0.59882	0.629217	0.229295	0.831653	0.658007	0.536097	0.8809	0.200124				0.558986	0.731522	0.03866	0.806944			0.051776			0.238313	0.001255							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.005	0.01	0.001	0.102852	0.068463	0.61772	0.155312	0.696173	0.70455	0.122433	0.693417	0.397229	0.63587	0.555479	0.526471	0.249033	0.716291	0.001368	0.771819	0.004959	0.000433	0.014784	0.556065	0.407808	0.238045	0.057098							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.005	0.01	0.001	0.080691	0.055439	0.602562	0.151218	0.658053	0.565781	0.083653	0.664364	0.379383	0.595767	0.522762	0.515834	0.247877	0.718009	2.9e-05	0.765399	0.004758	3.3e-05	0.016003	0.517362	0.41146	0.238888	0.061211		0.0074	0.81	0.0338		0.041665	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.005	0.01	0.001	0.069398	0.050925	0.600098	0.149658	0.670596	0.566264	0.081882	0.674951	0.391011	0.601815	0.559931	0.517345	0.249947	0.715704	2e-06	0.760735	0.004202	5.7e-05	0.01604	0.52083	0.42718	0.239624	0.061466	0.593184	0.007392	0.789692	0.013151	0.533439	0.023983	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.005	0.01	0.005	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
